COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
REDEEMER CHRISTIAN SCHOOL,Marion,0,0,0,0,0,,0,0,,0,9,6,0,0,3,7,2,0
RIVERLAND CHRISTIAN ACADEMY,Marion,0,0,0,0,0,,0,0,,0,1,0,0,0,1,0,0,1
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
ROMEO ELEMENTARY SCHOOL,Marion,0,0,0,0,0,,0,0,,0,14,10,1,1,2,10,3,1
SADDLEWOOD ELEMENTARY SCHOOL,Marion,0,0,0,0,0,,0,0,,0,35,27,3,2,3,21,9,5
SAINT JOHN LUTHERAN SCHOOL,Marion,0,0,0,0,0,,0,0,,0,4,3,0,0,1,4,0,0
SHADY HILL ELEMENTARY SCHOOL,Marion,0,0,0,0,0,,0,0,,0,21,11,8,0,2,12,8,1
SILVER RIVER MENTORING AND INSTRUCTION,Marion,0,0,0,0,0,,0,0,,0,6,2,0,1,3,6,0,0
SOULS HARBOR CHRISTIAN ACADEMY,Marion,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
SOUTH OCALA ELEMENTARY SCHOOL,Marion,0,0,0,0,0,,0,0,,0,26,20,2,2,2,17,5,4
SPARR ELEMENTARY,Marion,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
SPARR ELEMENTARY SCHOOL,Marion,0,0,0,0,0,,0,0,,0,19,8,2,5,4,13,5,1
STANTON-WEIRSDALE ELEMENTARY SCHOOL,Marion,0,0,0,0,0,,0,0,,0,15,12,1,2,0,9,1,5
SUNRISE ELEMENTARY SCHOOL,Marion,1,1,0,0,0,,0,1,,0,32,25,3,2,2,21,6,5
THE CORNERSTONE SCHOOL,Marion,0,0,0,0,0,,0,0,,0,9,6,0,3,0,5,1,3
TRINITY CATHOLIC HIGH SCHOOL,Marion,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
TRINITY CATHOLIC HIGH SCHOOL,Marion,0,0,0,0,0,,0,0,,0,44,43,0,1,0,25,5,14
VANGUARD HIGH SCHOOL,Marion,1,1,0,0,0,,1,0,,0,90,77,4,2,7,62,14,14
VICTORY ACADEMY OCALA,Marion,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
VILLAGE VIEW CHRISTIAN ACADEMY,Marion,0,0,0,0,0,,0,0,,0,4,4,0,0,0,3,1,0
WARD-HIGHLANDS ELEMENTARY SCHOOL,Marion,0,0,0,0,0,,0,0,,0,42,30,7,1,4,33,3,6
WEST PORT HIGH SCHOOL,Marion,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
WEST PORT HIGH SCHOOL,Marion,2,1,0,1,0,,1,0,,1,154,132,9,6,7,106,11,37
WYOMINA PARK ELEMENTARY SCHOOL,Marion,0,0,0,0,0,,0,0,,0,14,13,0,1,0,9,5,0
BESSEY CREEK ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,17,11,1,4,1,11,6,0
BRIDGES MONTESSORI SCHOOL,Martin,0,0,0,0,0,,0,0,,0,2,0,1,0,1,2,0,0
CITRUS GROVE ELEMENTARY,Martin,0,0,0,0,0,,0,0,,0,11,5,1,4,1,10,0,1
CLARK ADVANCED LEARNING CENTER,Martin,0,0,0,0,0,,0,0,,0,5,5,0,0,0,5,0,0
COMMUNITY CHRISTIAN ACADEMY,Martin,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
COMMUNITY CHRISTIAN ACADEMY,Martin,0,0,0,0,0,,0,0,,0,12,7,1,1,3,8,2,2
CRYSTAL LAKE ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,16,8,2,4,2,12,3,1
DR. DAVID L. ANDERSON MIDDLE SCHOOL,Martin,0,0,0,0,0,,0,0,,0,30,22,3,1,4,24,5,1
FELIX A WILLIAMS ELEMENTARY SCHOOL,Martin,1,1,0,0,0,,1,0,,0,24,15,1,1,7,19,4,1
FIRST BAPTIST CHRISTIAN SCHOOL,Martin,0,0,0,0,0,,0,0,,0,6,6,0,0,0,5,0,1
FOR THE LOVE OF LEARNING,Martin,0,0,0,0,0,,0,0,,0,4,3,1,0,0,2,2,0
HIDDEN OAKS MIDDLE SCHOOL,Martin,0,0,0,0,0,,0,0,,0,37,32,0,3,2,33,4,0
HOBE SOUND CHRISTIAN ACADEMY,Martin,0,0,0,0,0,,0,0,,0,17,14,0,1,2,13,4,0
HOBE SOUND ELEMENTARY SCHOOL,Martin,2,2,0,0,0,,2,0,,0,18,8,4,2,4,14,3,1
HOPE RURAL SCHOOL INC.,Martin,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
INDIANTOWN MIDDLE SCHOOL,Martin,0,0,0,0,0,,0,0,,0,17,10,1,2,4,14,3,0
J. D. PARKER SCHOOL OF TECHNOLOGY,Martin,1,1,0,0,0,,0,1,,0,20,11,3,4,2,16,4,0
JENSEN BEACH ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,17,10,2,2,3,15,1,1
JENSEN BEACH HIGH SCHOOL,Martin,1,1,0,0,0,,1,0,,0,105,98,1,4,2,93,9,3
LITTLE PRODIGY SCHOOL OF THE ARTS,Martin,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
MARTIN COUNTY HIGH SCHOOL,Martin,3,3,0,0,0,,2,0,,1,93,86,4,2,1,78,10,5
MARTIN DISTRICT OFFICE,Martin,0,0,0,0,0,,0,0,,0,18,1,0,12,5,17,1,0
MURRAY MIDDLE SCHOOL,Martin,2,2,0,0,0,,1,0,,1,35,28,1,2,4,31,2,2
PALM CITY ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,35,22,6,3,4,33,2,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
PINEWOOD ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,25,10,3,8,4,22,3,0
PORT SALERNO ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,20,11,3,2,4,16,3,1
PORT SALERNO LEARNING CENTER,Martin,0,0,0,0,0,,0,0,,0,2,0,1,0,1,2,0,0
REDEEMER LUTHERAN SCHOOL,Martin,0,0,0,0,0,,0,0,,0,13,8,4,0,1,11,2,0
RIVERBEND ACADEMY,Martin,0,0,0,0,0,,0,0,,0,1,0,1,0,0,1,0,0
SAINT JOSEPH CATHOLIC SCHOOL,Martin,1,1,0,0,0,,1,0,,0,17,14,1,1,1,14,2,1
SEA WIND ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,19,11,2,3,3,14,5,0
SOUTH FORK HIGH SCHOOL,Martin,2,2,0,0,0,,1,0,,1,79,66,1,3,9,62,13,4
SPECTRUM ACADEMY,Martin,0,0,0,0,0,,0,0,,0,3,2,0,0,1,2,1,0
STUART MIDDLE SCHOOL,Martin,1,1,0,0,0,,1,0,,0,22,18,1,0,3,17,2,3
THE HOPE CHARTER CENTER FOR AUTISM,Martin,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
THE PINE SCHOOL,Martin,0,0,0,0,0,,0,0,,0,30,23,1,1,5,25,4,1
TREASURE COAST CLASSICAL ACADEMY,Martin,2,2,0,0,0,,2,0,,0,36,25,7,3,1,31,4,1
WARFIELD ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
WARFIELD ELEMENTARY SCHOOL,Martin,0,0,0,0,0,,0,0,,0,18,8,6,3,1,13,3,2
WILLOUGHBY LEARNING CENTER,Martin,0,0,0,0,0,,0,0,,0,3,0,0,0,3,3,0,0
BIG PINE ACADEMY,Monroe,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CORAL SHORES HIGH SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,47,41,2,2,2,36,10,1
GERALD ADAMS ELEMENTARY SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,21,16,2,0,3,17,3,1
GRACE LUTHERAN,Monroe,0,0,0,0,0,,0,0,,0,2,0,1,0,1,2,0,0
HORACE O'BRYANT SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,40,28,5,6,1,34,5,1
KEY LARGO SCHOOL,Monroe,2,2,0,0,0,,1,0,,1,30,24,3,1,2,22,7,1
KEY WEST HIGH SCHOOL,Monroe,1,1,0,0,0,,1,0,,0,80,72,4,3,1,73,6,1
KEYS CENTER,Monroe,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,0,1
MARATHON SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,36,27,5,3,1,29,7,0
MAY SANDS MONTESSORI SCHOOL,Monroe,1,1,0,0,0,,1,0,,0,3,3,0,0,0,2,1,0
MONROE DISTRICT OFFICE,Monroe,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
MONTESSORI ACADEMY ELEMENTARY INC,Monroe,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
MONTESSORI CHILDREN'S SCHOOL OF KEY WEST,Monroe,0,0,0,0,0,,0,0,,0,2,1,1,0,0,2,0,0
OCEAN STUDIES CHARTER,Monroe,0,0,0,0,0,,0,0,,0,4,3,1,0,0,3,1,0
PLANTATION KEY SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,45,39,3,1,2,26,19,0
POINCIANA ELEMENTARY SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,14,8,1,1,4,14,0,0
SIGSBEE CHARTER SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,14,10,2,0,2,11,3,0
SOMERSET ISLAND PREP,Monroe,0,0,0,0,0,,0,0,,0,4,4,0,0,0,3,1,0
STANLEY SWITLIK ELEMENTARY SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,29,21,4,2,2,23,5,1
SUGARLOAF SCHOOL,Monroe,1,1,0,0,0,,0,0,,1,26,19,4,0,3,13,12,1
THE ACADEMY AT OCEAN REEF,Monroe,0,0,0,0,0,,0,0,,0,7,6,0,0,1,6,1,0
THE BASILICA SCHOOL OF SAINT MARY,Monroe,0,0,0,0,0,,0,0,,0,9,6,1,0,2,6,3,0
TREASURE VILLAGE MONTESSORI CHARTER SCHOOL,Monroe,0,0,0,0,0,,0,0,,0,3,2,1,0,0,2,1,0
BRYCEVILLE ELEMENTARY SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,5,3,0,0,2,2,3,0
CALLAHAN ELEMENTARY SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,29,20,1,2,6,22,7,0
CALLAHAN INTERMEDIATE SCHOOL,Nassau,1,0,0,1,0,,1,0,,0,34,22,7,1,4,25,9,0
CALLAHAN MIDDLE SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,38,27,5,3,3,33,3,2
EMMA LOVE HARDEE ELEMENTARY,Nassau,0,0,0,0,0,,0,0,,0,28,24,0,2,2,19,9,0
FAITH CHRISTIAN ACADEMY OF NE FL INC,Nassau,0,0,0,0,0,,0,0,,0,8,5,1,1,1,6,2,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
FAITH CHRISTIAN ACADEMY OF NE FL. INC.,Nassau,0,0,0,0,0,,0,0,,0,14,11,0,1,2,13,1,0
FERNANDINA BEACH CHRISTIAN ACADEMY,Nassau,0,0,0,0,0,,0,0,,0,5,4,1,0,0,5,0,0
FERNANDINA BEACH HIGH SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
FERNANDINA BEACH HIGH SCHOOL,Nassau,1,1,0,0,0,,0,0,,1,69,55,4,3,7,59,6,4
FERNANDINA BEACH MIDDLE SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,30,28,1,0,1,23,4,3
HILLIARD ELEMENTARY SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,26,12,5,3,6,24,2,0
HILLIARD MIDDLE-SENIOR HIGH,Nassau,0,0,0,0,0,,0,0,,0,58,48,3,0,7,55,2,1
LIGHTHOUSE CHRISTIAN SCHOOL CALLAHAN,Nassau,0,0,0,0,0,,0,0,,0,3,1,0,0,2,2,1,0
LINDISFARNE HALL,Nassau,0,0,0,0,0,,0,0,,0,5,5,0,0,0,4,1,0
NASSAU COUNTY ADULT SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
NASSAU DISTRICT OFFICE,Nassau,0,0,0,0,0,,0,0,,0,1,0,0,1,0,1,0,0
SONSHINE CHRISTIAN ACADEMY,Nassau,0,0,0,0,0,,0,0,,0,7,4,0,0,3,5,2,0
SOUTHSIDE ELEMENTARY SCHOOL,Nassau,1,1,0,0,0,,1,0,,0,15,11,1,1,2,11,3,1
ST. MICHAEL'S ACADEMY,Nassau,1,1,0,0,0,,1,0,,0,4,3,1,0,0,4,0,0
WEST NASSAU COUNTY HIGH SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,116,108,3,0,5,82,13,21
WILDLIGHT ELEMENTARY,Nassau,0,0,0,0,0,,0,0,,0,23,18,4,0,1,17,5,1
YULEE ELEMENTARY SCHOOL,Nassau,1,0,1,0,0,,1,0,,0,19,16,2,0,1,15,1,3
YULEE HIGH SCHOOL,Nassau,4,4,0,0,0,,4,0,,0,89,76,4,3,6,68,14,7
YULEE MIDDLE SCHOOL,Nassau,0,0,0,0,0,,0,0,,0,42,36,1,0,5,30,10,2
YULEE PRIMARY SCHOOL,Nassau,1,1,0,0,0,,1,0,,0,20,10,5,1,4,18,1,1
ADDIE R. LEWIS SCHOOL,Okaloosa,1,1,0,0,0,,1,0,,0,35,25,3,7,0,30,5,0
ADVANCED SACRED HOPE ACADEMY,Okaloosa,0,0,0,0,0,,0,0,,0,3,2,1,0,0,3,0,0
ALPHA AND OMEGA CHRISTIAN LEARNING CENTER,Okaloosa,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
ANNETTE P. EDWINS ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,25,14,6,4,1,19,4,2
ANTIOCH ELEMENTARY SCHOOL,Okaloosa,1,1,0,0,0,,1,0,,0,45,33,10,2,0,35,7,3
BAKER SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
BAKER SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,78,60,12,5,1,67,11,0
BEULAH CHRISTIAN ACADEMY,Okaloosa,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
BLUEWATER ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,71,54,13,4,0,62,8,1
BOB SIKES ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,19,11,6,2,0,19,0,0
C. W. RUCKEL MIDDLE SCHOOL,Okaloosa,1,1,0,0,0,,1,0,,0,88,75,11,2,0,72,13,3
CALVARY CHRISTIAN ACADEMY,Okaloosa,0,0,0,0,0,,0,0,,0,13,13,0,0,0,12,1,0
CHOCTAWHATCHEE HIGH SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CHOCTAWHATCHEE SENIOR HIGH SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,120,101,11,7,1,100,15,5
CHOICE FAST TRACK-OTC,Okaloosa,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CINCO CHRISTIAN SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,7,4,3,0,0,7,0,0
CLIFFORD MEIGS MIDDLE SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,35,25,7,3,0,31,3,1
COLLEGIATE HIGH SCHOOL AT NORTHWEST FLORIDA STATE C,Okaloosa,0,0,0,0,0,,0,0,,0,13,13,0,0,0,13,0,0
CRESTVIEW HIGH SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,0,1
CRESTVIEW HIGH SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,228,201,17,10,0,197,17,14
CRESTVIEW YOUTH ACADEMY,Okaloosa,0,0,0,0,0,,0,0,,0,2,0,2,0,0,2,0,0
DAVIDSON MIDDLE SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,88,65,17,6,0,76,9,3
DESTIN ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,29,18,5,3,3,24,5,0
DESTIN MIDDLE SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,46,35,5,5,1,42,3,1
EGLIN ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,9,6,3,0,0,7,2,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
ELLIOTT POINT ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,14,6,6,2,0,10,4,0
FIRST BAPTIST BAYSHORE EARLY EDUCATION PRESCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
FIRST UNITED METHODIST SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,2,0,1,1,0,2,0,0
FLOROSA ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,17,11,5,1,0,14,3,0
FORT WALTON BEACH HIGH SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
FORT WALTON BEACH HIGH SCHOOL,Okaloosa,1,1,0,0,0,,1,0,,0,143,123,15,4,1,126,11,6
JAMES E PLEW ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,31,27,3,1,0,20,8,3
KENWOOD ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,52,27,20,4,1,45,5,2
LAKEWOOD CHRISTIAN SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,2,1,1,0,0,2,0,0
LAUREL HILL SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,21,16,5,0,0,19,2,0
LIZA JACKSON PREPARATORY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
LIZA JACKSON PREPARATORY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,33,31,2,0,0,22,9,2
LONGWOOD ELEMENTARY SCHOOL,Okaloosa,1,0,1,0,0,,1,0,,0,20,9,10,1,0,17,2,1
LOTUS LEARNING ARTS CENTER CRESTVIEW,Okaloosa,0,0,0,0,0,,0,0,,0,3,1,1,1,0,3,0,0
LULA J. EDGE ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,25,22,2,1,0,20,3,2
MARY ESTHER ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,17,12,5,0,0,13,3,1
MAX BRUNER JUNIOR MIDDLE SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,56,43,6,7,0,48,6,2
MONTESSORI LEARNING CENTER OF FT. WALTON,Okaloosa,0,0,0,0,0,,0,0,,0,3,2,1,0,0,2,1,0
NICEVILLE SENIOR HIGH SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,167,149,14,4,0,142,21,4
NORTHWEST FLORIDA BALLET ACADEMIE,Okaloosa,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
NORTHWOOD ELEMENTARY SCHOOL,Okaloosa,1,1,0,0,0,,1,0,,0,33,23,5,5,0,29,4,0
OKALOOSA ACADEMY,Okaloosa,0,0,0,0,0,,0,0,,0,6,3,1,2,0,5,0,1
OKALOOSA DISTRICT OFFICE,Okaloosa,0,0,0,0,0,,0,0,,0,18,0,0,17,1,15,2,1
OKALOOSA STEMM CENTER,Okaloosa,0,0,0,0,0,,0,0,,0,17,14,2,1,0,16,1,0
OKALOOSA TECHNICAL COLLEGE AND CHOICE HIGH SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,32,25,6,0,1,29,2,1
OKALOOSA YOUTH ACADEMY,Okaloosa,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
RICHBOURG SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,15,5,3,6,1,13,1,1
RIVERSIDE ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,39,26,9,4,0,35,4,0
ROCKY BAYOU CHRISTIAN SCHOOL CRESTVIEW,Okaloosa,0,0,0,0,0,,0,0,,0,24,15,5,4,0,23,1,0
ROCKY BAYOU CHRISTIAN SCHOOL NFCEA,Okaloosa,0,0,0,0,0,,0,0,,0,20,13,5,2,0,17,3,0
SAINT MARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,20,14,3,3,0,17,3,0
SHALIMAR ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,29,17,10,2,0,23,3,3
SHOAL RIVER MIDDLE SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,59,43,8,8,0,50,9,0
SILVER SANDS-EXCEP. CHILDREN,Okaloosa,0,0,0,0,0,,0,0,,0,17,5,5,7,0,15,2,0
SOUTHSIDE PRIMARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,21,8,10,3,0,17,4,0
ST. PAUL CHRISTIAN SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,4,4,0,0,0,4,0,0
W. C. PRYOR MIDDLE SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,23,17,2,4,0,19,3,1
WALKER ELEMENTARY SCHOOL,Okaloosa,0,0,0,0,0,,0,0,,0,30,17,4,9,0,24,6,0
WRIGHT ELEMENTARY SCHOOL,Okaloosa,1,1,0,0,0,,1,0,,0,28,19,8,1,0,24,4,0
CENTRAL ELEMENTARY SCHOOL,Okeechobee,1,0,0,0,1,,1,0,,0,34,29,0,0,5,24,9,1
EVERGLADES ELEMENTARY SCHOOL,Okeechobee,0,0,0,0,0,,0,0,,0,21,16,1,0,4,12,9,0
NORTH ELEMENTARY SCHOOL,Okeechobee,0,0,0,0,0,,0,0,,0,14,11,0,1,2,11,3,0
OKEECHOBEE ACHIEVEMENT ACADEMY,Okeechobee,0,0,0,0,0,,0,0,,0,18,13,0,1,4,12,5,1
OKEECHOBEE ADVENTIST CHRISTIAN SCHOOL,Okeechobee,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
OKEECHOBEE CHRISTIAN ACADEMY,Okeechobee,1,1,0,0,0,,1,0,,0,18,16,0,0,2,15,3,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
OKEECHOBEE DISTRICT OFFICE,Okeechobee,0,0,0,0,0,,0,0,,0,9,0,0,2,7,9,0,0
OKEECHOBEE FRESHMAN CAMPUS,Okeechobee,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
OKEECHOBEE FRESHMAN CAMPUS,Okeechobee,1,1,0,0,0,,1,0,,0,17,13,0,1,3,14,3,0
OKEECHOBEE HIGH SCHOOL,Okeechobee,2,2,0,0,0,,2,0,,0,81,71,3,2,5,73,8,0
OSCEOLA MIDDLE SCHOOL,Okeechobee,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,0,1
OSCEOLA MIDDLE SCHOOL,Okeechobee,1,1,0,0,0,,1,0,,0,45,35,1,3,6,39,5,1
PEACE LUTHERAN SCHOOL,Okeechobee,0,0,0,0,0,,0,0,,0,2,0,0,0,2,2,0,0
PEMAYETV EMAHAKV CHARTER SCHOOL,Okeechobee,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
ROCK SOLID CHRISTIAN ACADEMY,Okeechobee,0,0,0,0,0,,0,0,,0,4,3,0,0,1,3,1,0
SEMINOLE ELEMENTARY SCHOOL,Okeechobee,2,2,0,0,0,,1,1,,0,24,17,0,2,5,19,5,0
SOUTH ELEMENTARY SCHOOL,Okeechobee,2,2,0,0,0,,2,0,,0,28,22,0,1,5,24,4,0
TRINITY CHRISTIAN PRIVATE SCHOOL,Okeechobee,0,0,0,0,0,,0,0,,0,2,2,0,0,0,0,2,0
YEARLING MIDDLE SCHOOL,Okeechobee,3,3,0,0,0,,3,0,,0,54,47,2,1,4,46,8,0
ACADEMY FOR AUTISM,Orange,0,0,0,0,0,,0,0,,0,3,1,1,1,0,2,1,0
ACCELERATION EAST,Orange,0,0,0,0,0,,0,0,,0,6,5,0,0,1,5,1,0
ACCELERATION WEST,Orange,2,2,0,0,0,,1,1,,0,9,9,0,0,0,6,2,1
ACCESS CHARTER,Orange,0,0,0,0,0,,0,0,,0,13,7,0,2,4,11,1,1
ALOMA ELEMENTARY,Orange,0,0,0,0,0,,0,0,,0,14,12,1,0,1,8,1,5
ALOMA HIGH CHARTER,Orange,0,0,0,0,0,,0,0,,0,4,3,0,1,0,4,0,0
AMIKIDS ORLANDO,Orange,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
ANDOVER ELEMENTARY,Orange,0,0,0,0,0,,0,0,,0,21,15,0,3,3,17,1,3
APOPKA CHRISTIAN ACADEMY- WEST CAMPUS,Orange,0,0,0,0,0,,0,0,,0,3,2,1,0,0,3,0,0
